ID,FFC,Delivery Program,Tender Closed,Owner Group,BNI,BCA,PBC,EPT,Approval body,Owner Team,Stage1,Stage2,Stage3
F10556,4466552,Major Works - Framework,2024-04-15 17:00:00,Service & Asset Lifecycle,19/05/2022 5:00:00 PM,2024-06-27 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-09-17 17:00:00,2025-12-19 17:00:00,2026-09-17 17:00:00
F10558,1155700.3399999999,Major Works - Small Scale,2023-12-15 17:00:00,Service & Asset Lifecycle,28/11/2022 5:00:00 PM,2024-04-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-11-12 17:00:00,2025-02-20 17:00:00,2025-11-12 17:00:00
F10561,30482.700000000008,Contestable,2020-11-20 17:00:00,Service & Asset Lifecycle,23/09/2020 5:00:00 PM,2024-09-30 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2025-01-09 12:00:00,2025-04-14 12:00:00,2026-01-12 12:00:00
F10562,2925015.11,Major Works - Small Scale,2023-10-27 17:00:00,Service & Asset Lifecycle,5/12/2022 5:00:00 PM,2023-11-24 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-10-07 17:00:00,2026-01-16 17:00:00,2026-10-07 17:00:00
F10570,1081405.9400000002,Major Works - Small Scale,2020-10-09 17:00:00,Service & Asset Lifecycle,24/09/2020 5:00:00 PM,2020-11-30 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-05-25 17:00:00,2022-12-02 17:00:00,2022-12-02 17:00:00
F10571,614725.0399999999,Major Works - Small Scale,2021-04-20 17:00:00,Service & Asset Lifecycle,21/03/2018 5:00:00 PM,2021-08-18 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-07-06 17:00:00,2023-10-05 17:00:00,2024-03-04 17:00:00
F10580,3710694.57,Major Works - Small Scale,2024-03-27 17:00:00,Service & Asset Lifecycle,17/10/2022 5:00:00 PM,2024-05-06 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2025-08-29 17:00:00,2025-12-02 17:00:00,2026-08-31 17:00:00
F10583,380423.55,Contestable,2020-11-27 17:00:00,Service & Asset Lifecycle,16/10/2020 5:00:00 PM,2021-01-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-07-30 17:00:00,2022-06-20 17:00:00,2022-08-31 17:00:00
F10588,1419769.4499999997,Contestable,2021-07-23 17:00:00,Service & Asset Lifecycle,24/12/2020 5:00:00 PM,2021-08-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-08-16 17:00:00,2022-11-30 17:00:00,2023-08-31 17:00:00
F10589,547606.7100000002,Major Works - Small Scale,2020-12-07 17:00:00,Service & Asset Lifecycle,27/11/2020 5:00:00 PM,2021-03-09 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-02-15 17:00:00,2022-05-06 17:00:00,2023-04-05 17:00:00
F10590,1708724.0200000003,Major Works - Small Scale,2021-06-15 17:00:00,Service & Asset Lifecycle,16/02/2021 5:00:00 PM,2021-10-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-02 17:00:00,2024-04-08 17:00:00,2024-04-08 17:00:00
F10593,1610943.4200000002,Major Works - Framework,2021-07-02 17:00:00,Service & Asset Lifecycle,27/04/2021 5:00:00 PM,2021-08-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-08-05 17:00:00,2022-10-27 17:00:00,2024-03-28 17:00:00
F10594,1040466.01,Major Works - Small Scale,2023-02-17 17:00:00,Service & Asset Lifecycle,28/06/2022 5:00:00 PM,2023-09-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-17 17:00:00,2024-07-19 17:00:00,2025-04-15 17:00:00
F10595,403409.0999999999,Contestable,2021-07-30 17:00:00,Service & Asset Lifecycle,11/02/2021 5:00:00 PM,2021-09-07 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-07-28 17:00:00,2022-08-30 17:00:00,2024-03-27 17:00:00
F10597,1720282.9100000004,Major Works - Small Scale,2021-12-06 17:00:00,Service & Asset Lifecycle,11/11/2021 5:00:00 PM,2022-01-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-02 17:00:00,2024-04-15 17:00:00,2024-04-15 17:00:00
F10606,141855.44000000003,Major Works - Small Scale,2021-11-10 17:00:00,Service & Asset Lifecycle,9/06/2021 5:00:00 PM,2022-02-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-05-20 17:00:00,2022-07-21 17:00:00,2023-10-30 17:00:00
F10611,3510532.69,Major Works - Small Scale,2022-09-29 17:00:00,Service & Asset Lifecycle,21/06/2021 5:00:00 PM,2022-11-15 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-04-23 17:00:00,2024-07-25 17:00:00,2025-04-23 17:00:00
F10612,832646.58,Major Works - Small Scale,2021-10-29 17:00:00,Service & Asset Lifecycle,28/04/2021 5:00:00 PM,2022-01-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-29 17:00:00,2023-08-09 17:00:00,2023-11-10 17:00:00
F10614,2293156.2800000003,Major Works - Small Scale,2021-10-08 17:00:00,Service & Asset Lifecycle,28/04/2021 5:00:00 PM,2022-03-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-02-13 17:00:00,2024-05-16 17:00:00,2025-02-12 17:00:00
F10616,510315.13,Major Works - Framework,,Service & Asset Lifecycle,27/05/2021 5:00:00 PM,2021-12-20 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-07-24 17:00:00,2023-10-24 17:00:00,2024-07-23 17:00:00
F10620,1848908.8,Major Works - Small Scale,2024-03-12 17:00:00,Service & Asset Lifecycle,3/02/2022 5:00:00 PM,2024-05-07 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-06-10 17:00:00,2025-09-09 17:00:00,2026-06-10 17:00:00
F10622,3314666.0300000017,Major Works - Small Scale,2022-03-17 17:00:00,Service & Asset Lifecycle,3/05/2021 5:00:00 PM,2022-06-14 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-06-01 17:00:00,2023-10-02 17:00:00,2024-05-31 17:00:00
F10625,606398.3999999999,Major Works - Small Scale,2021-12-10 17:00:00,Service & Asset Lifecycle,16/06/2021 5:00:00 PM,2022-02-14 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-09-20 17:00:00,2024-02-20 17:00:00,2024-09-19 17:00:00
F10630,996475.51,Major Works - Small Scale,2024-05-27 17:00:00,Service & Asset Lifecycle,23/08/2023 5:00:00 PM,2024-06-27 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-30 17:00:00,2025-01-08 17:00:00,2025-09-30 17:00:00
F10631,2157604.4400000004,Major Works - Framework,2021-12-13 17:00:00,Service & Asset Lifecycle,20/08/2021 5:00:00 PM,2022-03-16 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-05-26 17:00:00,2023-10-24 17:00:00,2024-05-27 17:00:00
F10646,782543.48,Contestable,2022-05-19 17:00:00,Service & Asset Lifecycle,23/08/2021 5:00:00 PM,2022-06-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-12-12 17:00:00,2025-03-25 17:00:00,2025-12-12 17:00:00
F10649,1418297.4099999992,Major Works - Small Scale,2021-10-15 17:00:00,Service & Asset Lifecycle,14/07/2021 5:00:00 PM,2021-12-14 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-08-24 17:00:00,2024-03-28 17:00:00,2024-08-23 17:00:00
F10653,1002909.82,Contestable,2023-04-13 17:00:00,Service & Asset Lifecycle,21/12/2021 5:00:00 PM,2023-06-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-07-01 17:00:00,2025-10-01 17:00:00,2026-07-01 17:00:00
F10654,2120447.62,Major Works - Small Scale,2022-07-28 17:00:00,Service & Asset Lifecycle,3/02/2022 5:00:00 PM,2022-09-14 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-01-10 17:00:00,2024-04-16 17:00:00,2025-01-09 17:00:00
F10658,7326534,Major Works - Framework,2024-04-15 17:00:00,Service & Asset Lifecycle,25/10/2023 5:00:00 PM,2024-06-28 17:00:00,,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2026-12-01 17:00:00,2027-03-15 17:00:00,2027-12-01 17:00:00
F10662,1414787,Major Works - Small Scale,,Service & Asset Lifecycle,22/09/2021 5:00:00 PM,2022-01-28 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-07-12 17:00:00,2023-02-17 17:00:00,2024-05-09 17:00:00
F10670,3736005.39,Major Works - Small Scale,2022-11-02 17:00:00,Service & Asset Lifecycle,11/05/2022 5:00:00 PM,2023-01-30 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-10-15 17:00:00,2025-01-23 17:00:00,2025-10-15 17:00:00
F10671,983555.38,Major Works - Small Scale,2022-09-01 17:00:00,Service & Asset Lifecycle,3/05/2022 5:00:00 PM,2023-04-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-19 17:00:00,2024-11-20 17:00:00,2025-08-19 17:00:00
F10672,1875561.41,Major Works - Small Scale,2023-03-06 17:00:00,Service & Asset Lifecycle,19/05/2022 5:00:00 PM,2023-07-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-20 17:00:00,2024-12-24 17:00:00,2025-09-22 17:00:00
F10690,2363019.46,Major Works - Small Scale,2021-10-13 17:00:00,Service & Asset Lifecycle,6/10/2021 5:00:00 PM,2021-11-09 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-12-15 17:00:00,2022-07-29 17:00:00,2023-12-01 17:00:00
F10693,690362.6,Major Works - Small Scale,2022-12-23 17:00:00,Service & Asset Lifecycle,12/07/2022 5:00:00 PM,2023-03-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-30 17:00:00,2024-07-31 17:00:00,2025-04-30 17:00:00
F10694,952773.7000000002,Major Works - Small Scale,2022-05-30 17:00:00,Service & Asset Lifecycle,21/12/2021 5:00:00 PM,2022-09-01 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-18 17:00:00,2024-07-22 17:00:00,2025-04-16 17:00:00
F10696,1203858.7400000002,Major Works - Small Scale,2022-02-04 17:00:00,Service & Asset Lifecycle,24/01/2022 5:00:00 PM,2022-02-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-09-18 17:00:00,2023-12-20 17:00:00,2024-09-17 17:00:00
F10698,12618346.34,Major Works - Small Scale,2027-09-03 17:00:00,Service & Asset Lifecycle,30/11/2022 5:00:00 PM,2027-11-30 17:00:00,27/02/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2030-01-15 17:00:00,2030-04-22 17:00:00,2032-01-12 17:00:00
F10700,8096052.149999999,Major Works - Small Scale,2027-07-09 17:00:00,Service & Asset Lifecycle,30/11/2022 5:00:00 PM,2027-09-17 17:00:00,31/03/2026 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2029-10-31 17:00:00,2030-02-12 17:00:00,2031-10-28 17:00:00
F10702,1569784.9099999997,Contestable,2022-05-19 17:00:00,Service & Asset Lifecycle,21/12/2021 5:00:00 PM,2022-06-08 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-06-19 17:00:00,2024-09-18 17:00:00,2025-06-19 17:00:00
F10708,743897.61,Major Works - Small Scale,2023-02-07 17:00:00,Service & Asset Lifecycle,12/07/2022 5:00:00 PM,2023-05-01 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-27 17:00:00,2024-11-28 17:00:00,2025-08-27 17:00:00
F10709,2149769.89,Major Works - Small Scale,2024-05-28 17:00:00,Service & Asset Lifecycle,7/02/2024 5:00:00 PM,2024-07-31 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-09-03 17:00:00,2025-12-05 17:00:00,2026-09-03 17:00:00
F10711,3523867.6500000013,Major Works - Small Scale,2022-06-30 17:00:00,Service & Asset Lifecycle,9/03/2022 5:00:00 PM,2022-08-22 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2023-12-13 17:00:00,2024-03-25 17:00:00,2024-12-12 17:00:00
F10712,675593.16,Contestable,2024-05-15 17:00:00,Service & Asset Lifecycle,20/04/2022 5:00:00 PM,2024-07-25 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2025-07-17 17:00:00,2025-10-17 17:00:00,2026-07-17 17:00:00
F10717,1713016.28,Major Works - Small Scale,2023-04-17 17:00:00,Service & Asset Lifecycle,3/08/2022 8:00:00 AM,2023-07-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-05-28 17:00:00,2024-08-22 17:00:00,2025-05-28 17:00:00
F10718,624178.74,Major Works - Small Scale,2023-04-12 17:00:00,Service & Asset Lifecycle,1/08/2022 5:00:00 PM,2023-07-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-05-27 17:00:00,2024-08-21 17:00:00,2025-05-27 17:00:00
F10723,1172660.44,Major Works - Small Scale,2024-02-23 17:00:00,Service & Asset Lifecycle,28/07/2023 5:00:00 PM,2024-04-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-09-30 17:00:00,2025-02-20 17:00:00,2025-09-23 17:00:00
F10725,6144972.04,Major Works - Small Scale,2024-03-08 17:00:00,Service & Asset Lifecycle,24/11/2022 5:00:00 PM,2024-04-23 17:00:00,26/04/2023 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2025-01-29 17:00:00,2025-05-06 17:00:00,2026-01-30 17:00:00
F10730,23315464.32,Major Works - Framework,2023-11-16 17:00:00,Service & Asset Lifecycle,4/11/2022 5:00:00 PM,2024-02-07 17:00:00,28/07/2023 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-12-18 17:00:00,2027-04-01 17:00:00,2028-12-19 17:00:00
F10762,1136288,Contestable,2023-06-19 17:00:00,Service & Asset Lifecycle,9/01/2023 5:00:00 PM,2023-07-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-07-03 17:00:00,2025-10-03 17:00:00,2026-07-03 17:00:00
F10763,7355.050000000004,Major Works - Small Scale,2023-08-24 17:00:00,Service & Asset Lifecycle,6/07/2023 5:00:00 PM,2024-04-29 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-18 17:00:00,2025-06-18 17:00:00,2026-03-20 17:00:00
F10764,3891826.11,Contestable,2023-06-08 17:00:00,Service & Asset Lifecycle,29/11/2022 5:00:00 PM,2023-07-25 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-07-08 17:00:00,2024-10-08 17:00:00,2025-07-08 17:00:00
F10768,1621364.6,Contestable,2023-06-13 17:00:00,Service & Asset Lifecycle,2/11/2022 5:00:00 PM,2023-07-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-10-21 17:00:00,2025-01-30 17:00:00,2025-10-21 17:00:00
F10769,1466128.81,Contestable,2024-06-05 17:00:00,Service & Asset Lifecycle,2/11/2022 5:00:00 PM,2024-08-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-10-30 17:00:00,2026-02-11 17:00:00,2026-10-30 17:00:00
F10770,922301.6600000001,Contestable,2023-08-15 17:00:00,Service & Asset Lifecycle,28/11/2022 5:00:00 PM,2023-09-05 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-10-28 17:00:00,2026-02-09 17:00:00,2026-10-28 17:00:00
F10771,922840.39,Contestable,2023-08-18 17:00:00,Service & Asset Lifecycle,28/11/2022 5:00:00 PM,2023-09-06 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-27 17:00:00,2025-06-04 17:00:00,2026-03-02 17:00:00
F10772,1534542.85,Contestable,2023-04-27 17:00:00,Service & Asset Lifecycle,22/11/2022 5:00:00 PM,2023-07-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-01-13 17:00:00,2025-04-16 17:00:00,2026-01-14 17:00:00
F10776,4280564.1400000015,Major Works - Small Scale,2023-05-05 17:00:00,Service & Asset Lifecycle,27/02/2023 5:00:00 PM,2023-05-30 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-04-04 17:00:00,2024-07-08 17:00:00,2025-04-02 17:00:00
F10777,1753903.29,Contestable,2023-11-17 17:00:00,Service & Asset Lifecycle,11/09/2023 5:00:00 PM,2023-12-20 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-01-10 17:00:00,2025-04-15 17:00:00,2026-01-13 17:00:00
F10781,5059483.46,Major Works - Small Scale,2024-02-21 17:00:00,Service & Asset Lifecycle,24/08/2023 5:00:00 PM,2024-03-12 17:00:00,23/10/2023 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2024-11-06 17:00:00,2025-02-12 17:00:00,2025-11-06 17:00:00
F10787,5793441.3,Major Works - Open Market,2023-12-14 17:00:00,Service & Asset Lifecycle,27/04/2023 5:00:00 PM,2024-06-13 17:00:00,,2 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2025-08-21 17:00:00,2025-11-24 17:00:00,2027-08-18 17:00:00
F10791,284097.23,Contestable,2023-10-02 17:00:00,Service & Asset Lifecycle,15/06/2023 5:00:00 PM,2023-10-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-10 17:00:00,2024-10-10 17:00:00,2026-07-10 17:00:00
F10793,4732515.3,Major Works - Small Scale,2023-11-22 17:00:00,Service & Asset Lifecycle,28/09/2023 5:00:00 PM,2023-12-22 17:00:00,17/10/2023 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-10-07 17:00:00,2025-01-13 17:00:00,2025-10-07 17:00:00
F10794,2068468.27,Major Works - Small Scale,2024-05-16 17:00:00,Service & Asset Lifecycle,22/09/2023 5:00:00 PM,2024-07-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-03-28 17:00:00,2025-07-03 17:00:00,2026-03-31 17:00:00
F10804,287723.37,Contestable,2023-09-11 17:00:00,Service & Asset Lifecycle,16/06/2023 5:00:00 PM,2023-12-22 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-26 17:00:00,2024-10-22 17:00:00,2026-07-24 17:00:00
F10815,4341885.380000001,Major Works - Small Scale,2024-04-15 17:00:00,Service & Asset Lifecycle,3/11/2023 5:00:00 PM,2024-06-28 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2026-01-29 17:00:00,2026-05-05 17:00:00,2027-01-29 17:00:00
F10825,358958.36,Major Works - Small Scale,2023-12-15 17:00:00,Service & Asset Lifecycle,11/10/2023 5:00:00 PM,2024-03-19 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-03 17:00:00,2024-10-03 17:00:00,2025-07-03 17:00:00
F10832,480813,Major Works - Open Market,2024-01-24 17:00:00,Service & Asset Lifecycle,7/12/2023 5:00:00 PM,2024-03-13 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2024-06-17 17:00:00,2024-09-16 17:00:00,2025-06-17 17:00:00
F10834,1171635.8,Major Works - Small Scale,2024-04-11 17:00:00,Service & Asset Lifecycle,15/11/2023 5:00:00 PM,2024-07-05 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-10-04 17:00:00,2025-01-14 17:00:00,2025-10-06 17:00:00
F10852,9135745.04,Major Works - Small Scale,2026-04-23 17:00:00,Service & Asset Lifecycle,21/02/2024 5:00:00 PM,2026-07-03 17:00:00,10/12/2025 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement Waterways Catchments & Geotechnical,2028-03-08 17:00:00,2028-06-14 17:00:00,2029-03-08 17:00:00
F10860,703701.87,Major Works - Framework,2024-01-22 17:00:00,Service & Asset Lifecycle,21/12/2023 5:00:00 PM,2024-03-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-01 17:00:00,2024-11-01 17:00:00,2025-09-19 17:00:00
F10866,984019,Contestable,2024-03-01 17:00:00,Service & Asset Lifecycle,15/02/2024 5:00:00 PM,2024-04-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-11-28 17:00:00,2025-03-11 17:00:00,2025-11-28 17:00:00
G10205,2051967.0299999996,Major Works - Framework,2019-06-03 17:00:00,Service & Asset Lifecycle,4/06/2018 5:00:00 PM,2019-11-06 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-04 17:00:00,2024-10-04 17:00:00,2025-06-25 17:00:00
G10234,13162384.27,Major Works - Open Market,2023-04-03 17:00:00,Service & Asset Lifecycle,10/02/2021 5:00:00 PM,2023-07-28 17:00:00,13/05/2021 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2028-05-29 17:00:00,2028-08-29 17:00:00,2030-06-04 17:00:00
G10644,194863.61,Major Works - Small Scale,,Service & Asset Lifecycle,,2023-02-14 17:00:00,,Minor Procurement,People Leadership Group,Major Capital Delivery,2023-09-28 17:00:00,,
G10706,471042.54,Major Works - Small Scale,2024-03-01 17:00:00,Service & Asset Lifecycle,13/11/2023 5:00:00 PM,2024-04-30 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-08-12 17:00:00,2024-11-12 17:00:00,2025-08-11 17:00:00
H10295,249635.56,Contestable,2019-05-13 17:00:00,Service & Asset Lifecycle,15/03/2019 5:00:00 PM,2019-07-09 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-09-04 17:00:00,2020-01-15 17:00:00,2020-09-04 17:00:00
H10317,417918.2099999999,Contestable,2020-05-04 17:00:00,Service & Asset Lifecycle,5/06/2020 5:00:00 PM,2020-06-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-05-16 17:00:00,2024-08-09 17:00:00,2025-05-19 17:00:00
H10382,236307.87,Contestable,2020-05-04 17:00:00,Service & Asset Lifecycle,5/06/2020 5:00:00 PM,2020-06-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-28 17:00:00,2025-05-29 17:00:00,2026-03-04 17:00:00
H10400,370370.2,Contestable,2019-05-17 17:00:00,Service & Asset Lifecycle,29/03/2019 5:00:00 PM,2019-06-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-11-26 17:00:00,2020-04-07 17:00:00,2021-04-16 17:00:00
H10612,471176.80000000005,Contestable,2020-04-01 17:00:00,Service & Asset Lifecycle,19/03/2019 5:00:00 PM,2020-04-22 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-25 17:00:00,2024-10-18 17:00:00,2025-08-14 17:00:00
H10615,469459.44000000024,Contestable,2020-02-28 17:00:00,Service & Asset Lifecycle,12/04/2019 5:00:00 PM,2020-04-22 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-07-31 17:00:00,2024-10-24 17:00:00,2025-08-20 17:00:00
H10620,1670834.0499999998,Contestable,2020-11-13 17:00:00,Service & Asset Lifecycle,12/03/2019 5:00:00 PM,2021-03-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-06-30 17:00:00,2022-06-30 17:00:00,2024-03-28 17:00:00
H10635,968426.9400000001,Contestable,2020-10-22 17:00:00,Service & Asset Lifecycle,2/04/2019 5:00:00 PM,2021-03-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2023-05-18 17:00:00,2023-10-09 17:00:00,2024-05-17 17:00:00
H10663,361817.87,Contestable,2021-02-18 17:00:00,Service & Asset Lifecycle,19/03/2019 5:00:00 PM,2021-06-29 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2024-04-09 17:00:00,2024-07-11 17:00:00,2025-04-07 17:00:00
H10669,809068.96,Contestable,2020-04-20 17:00:00,Service & Asset Lifecycle,2/04/2019 5:00:00 PM,2020-06-15 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-12-09 17:00:00,2021-03-09 17:00:00,2021-12-09 17:00:00
H10813,3599871.5300000003,Major Works - Small Scale,2022-02-28 17:00:00,Service & Asset Lifecycle,22/01/2021 5:00:00 PM,2022-07-26 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-07-05 17:00:00,2024-10-07 17:00:00,2025-07-07 17:00:00
H10850,451470.11,Contestable,2020-04-29 17:00:00,Service & Asset Lifecycle,16/04/2019 5:00:00 PM,2020-09-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-05-31 17:00:00,2022-08-24 17:00:00,2023-10-03 17:00:00
H10897,2192198.9499999993,Major Works - Small Scale,2021-08-27 17:00:00,Service & Asset Lifecycle,24/12/2020 5:00:00 PM,2021-10-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-11-15 17:00:00,2023-03-28 17:00:00,2024-03-28 17:00:00
H10908,232303.34999999998,Contestable,2020-01-16 17:00:00,Service & Asset Lifecycle,6/08/2019 5:00:00 PM,2020-06-22 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2025-02-04 17:00:00,2025-12-04 17:00:00,2026-02-09 17:00:00
H10922,937763.1899999995,Contestable,2020-06-23 17:00:00,Service & Asset Lifecycle,29/08/2019 5:00:00 PM,2020-07-21 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-07-15 17:00:00,2022-07-15 17:00:00,2024-01-31 17:00:00
H10934,204481.68,Major Works - Framework,2020-09-18 17:00:00,Service & Asset Lifecycle,21/11/2019 5:00:00 PM,2021-02-03 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-03-11 17:00:00,2022-07-08 17:00:00,2024-03-12 17:00:00
H10985,284715.78,Major Works - Small Scale,2021-05-17 17:00:00,Service & Asset Lifecycle,18/12/2019 5:00:00 PM,2021-06-28 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-16 17:00:00,2022-02-24 17:00:00,2022-11-23 17:00:00
